Customer_ID,predicted_churn_risk,predicted_customer_health,recommended_action,customer_message,Top_3_Rewards,Scores,Business_Insight,Expected_Impact,Cluster,Persona
C0038,Low,Needs Attention,loyalty_nudge,We are nudging the customer with a personalized loyalty experience.,"[{'reward_name': 'Airport Lounge Access', 'score': 76.8, 'reason': 'Unknown customers respond well to airport lounge access because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 75.1, 'reason': 'Unknown customers respond well to hotel discounts because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 75.1, 'reason': 'Unknown customers respond well to lifestyle offers because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[76.8, 75.1, 75.1]","Unknown customers in cluster -1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,-1,Unknown
C0039,Low,Needs Attention,loyalty_nudge,We are nudging the customer with a personalized loyalty experience.,"[{'reward_name': 'Airport Lounge Access', 'score': 75.11, 'reason': 'Unknown customers respond well to airport lounge access because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 73.41, 'reason': 'Unknown customers respond well to hotel discounts because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 73.41, 'reason': 'Unknown customers respond well to lifestyle offers because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[75.11, 73.41, 73.41]","Unknown customers in cluster -1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,-1,Unknown
C0040,Low,Needs Attention,loyalty_nudge,We are nudging the customer with a personalized loyalty experience.,"[{'reward_name': 'Airport Lounge Access', 'score': 74.64, 'reason': 'Unknown customers respond well to airport lounge access because the offer is aligned to their security preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 72.94, 'reason': 'Unknown customers respond well to hotel discounts because the offer is aligned to their security preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 72.94, 'reason': 'Unknown customers respond well to lifestyle offers because the offer is aligned to their security preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[74.64, 72.94, 72.94]","Unknown customers in cluster -1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,-1,Unknown
C0041,Low,Critical,retention_offer,We are prioritizing a tailored retention offer to protect engagement.,"[{'reward_name': 'Airport Lounge Access', 'score': 77.41, 'reason': 'Unknown customers respond well to airport lounge access because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 75.71, 'reason': 'Unknown customers respond well to hotel discounts because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 75.71, 'reason': 'Unknown customers respond well to lifestyle offers because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[77.41, 75.71, 75.71]","Unknown customers in cluster -1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,-1,Unknown
C0042,Low,Needs Attention,loyalty_nudge,We are nudging the customer with a personalized loyalty experience.,"[{'reward_name': 'Airport Lounge Access', 'score': 79.6, 'reason': 'Unknown customers respond well to airport lounge access because the offer is aligned to their smartphone preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 77.9, 'reason': 'Unknown customers respond well to hotel discounts because the offer is aligned to their smartphone preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 77.9, 'reason': 'Unknown customers respond well to lifestyle offers because the offer is aligned to their smartphone preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[79.6, 77.9, 77.9]","Unknown customers in cluster -1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,-1,Unknown
C0043,Low,Needs Attention,loyalty_nudge,We are nudging the customer with a personalized loyalty experience.,"[{'reward_name': 'Airport Lounge Access', 'score': 76.36, 'reason': 'Unknown customers respond well to airport lounge access because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 74.66, 'reason': 'Unknown customers respond well to hotel discounts because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 74.66, 'reason': 'Unknown customers respond well to lifestyle offers because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[76.36, 74.66, 74.66]","Unknown customers in cluster -1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,-1,Unknown
C0044,Low,Needs Attention,loyalty_nudge,We are nudging the customer with a personalized loyalty experience.,"[{'reward_name': 'Airport Lounge Access', 'score': 80.21, 'reason': 'Unknown customers respond well to airport lounge access because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 78.51, 'reason': 'Unknown customers respond well to hotel discounts because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 78.51, 'reason': 'Unknown customers respond well to lifestyle offers because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[80.21, 78.51, 78.51]","Unknown customers in cluster -1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,-1,Unknown
C0045,Low,Needs Attention,loyalty_nudge,We are nudging the customer with a personalized loyalty experience.,"[{'reward_name': 'Airport Lounge Access', 'score': 75.2, 'reason': 'Unknown customers respond well to airport lounge access because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 73.5, 'reason': 'Unknown customers respond well to hotel discounts because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 73.5, 'reason': 'Unknown customers respond well to lifestyle offers because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[75.2, 73.5, 73.5]","Unknown customers in cluster -1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,-1,Unknown
C0046,Low,Critical,retention_offer,We are prioritizing a tailored retention offer to protect engagement.,"[{'reward_name': 'Airport Lounge Access', 'score': 73.96, 'reason': 'Unknown customers respond well to airport lounge access because the offer is aligned to their security preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 72.26, 'reason': 'Unknown customers respond well to hotel discounts because the offer is aligned to their security preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 72.26, 'reason': 'Unknown customers respond well to lifestyle offers because the offer is aligned to their security preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[73.96, 72.26, 72.26]","Unknown customers in cluster -1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,-1,Unknown
C0047,Low,Needs Attention,loyalty_nudge,We are nudging the customer with a personalized loyalty experience.,"[{'reward_name': 'Airport Lounge Access', 'score': 76.97, 'reason': 'Unknown customers respond well to airport lounge access because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 75.27, 'reason': 'Unknown customers respond well to hotel discounts because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 75.27, 'reason': 'Unknown customers respond well to lifestyle offers because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[76.97, 75.27, 75.27]","Unknown customers in cluster -1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,-1,Unknown
C0048,Low,Critical,retention_offer,We are prioritizing a tailored retention offer to protect engagement.,"[{'reward_name': 'Airport Lounge Access', 'score': 73.54, 'reason': 'Unknown customers respond well to airport lounge access because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 71.84, 'reason': 'Unknown customers respond well to hotel discounts because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 71.84, 'reason': 'Unknown customers respond well to lifestyle offers because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[73.54, 71.84, 71.84]","Unknown customers in cluster -1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,-1,Unknown
C0049,Low,Needs Attention,loyalty_nudge,We are nudging the customer with a personalized loyalty experience.,"[{'reward_name': 'Airport Lounge Access', 'score': 75.48, 'reason': 'Unknown customers respond well to airport lounge access because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 73.78, 'reason': 'Unknown customers respond well to hotel discounts because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 73.78, 'reason': 'Unknown customers respond well to lifestyle offers because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[75.48, 73.78, 73.78]","Unknown customers in cluster -1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,-1,Unknown
C0050,Low,Critical,retention_offer,We are prioritizing a tailored retention offer to protect engagement.,"[{'reward_name': 'Airport Lounge Access', 'score': 72.69, 'reason': 'Unknown customers respond well to airport lounge access because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 70.99, 'reason': 'Unknown customers respond well to hotel discounts because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 70.99, 'reason': 'Unknown customers respond well to lifestyle offers because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[72.69, 70.99, 70.99]","Unknown customers in cluster -1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,-1,Unknown
C0051,Low,Needs Attention,loyalty_nudge,We are nudging the customer with a personalized loyalty experience.,"[{'reward_name': 'Airport Lounge Access', 'score': 78.07, 'reason': 'Unknown customers respond well to airport lounge access because the offer is aligned to their smart home preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 76.37, 'reason': 'Unknown customers respond well to hotel discounts because the offer is aligned to their smart home preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 76.37, 'reason': 'Unknown customers respond well to lifestyle offers because the offer is aligned to their smart home preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[78.07, 76.37, 76.37]","Unknown customers in cluster -1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,-1,Unknown
C0052,Low,Critical,retention_offer,We are prioritizing a tailored retention offer to protect engagement.,"[{'reward_name': 'Airport Lounge Access', 'score': 74.94, 'reason': 'Unknown customers respond well to airport lounge access because the offer is aligned to their smart home preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 73.24, 'reason': 'Unknown customers respond well to hotel discounts because the offer is aligned to their smart home preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 73.24, 'reason': 'Unknown customers respond well to lifestyle offers because the offer is aligned to their smart home preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[74.94, 73.24, 73.24]","Unknown customers in cluster -1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,-1,Unknown
C0053,Low,Needs Attention,loyalty_nudge,We are nudging the customer with a personalized loyalty experience.,"[{'reward_name': 'Airport Lounge Access', 'score': 75.93, 'reason': 'Unknown customers respond well to airport lounge access because the offer is aligned to their smartphone preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 74.23, 'reason': 'Unknown customers respond well to hotel discounts because the offer is aligned to their smartphone preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 74.23, 'reason': 'Unknown customers respond well to lifestyle offers because the offer is aligned to their smartphone preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[75.93, 74.23, 74.23]","Unknown customers in cluster -1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,-1,Unknown
C0054,Low,Critical,retention_offer,We are prioritizing a tailored retention offer to protect engagement.,"[{'reward_name': 'Airport Lounge Access', 'score': 75.43, 'reason': 'Unknown customers respond well to airport lounge access because the offer is aligned to their watch preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 73.73, 'reason': 'Unknown customers respond well to hotel discounts because the offer is aligned to their watch preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 73.73, 'reason': 'Unknown customers respond well to lifestyle offers because the offer is aligned to their watch preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[75.43, 73.73, 73.73]","Unknown customers in cluster -1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,-1,Unknown
C0055,Low,Needs Attention,loyalty_nudge,We are nudging the customer with a personalized loyalty experience.,"[{'reward_name': 'Airport Lounge Access', 'score': 75.4, 'reason': 'Unknown customers respond well to airport lounge access because the offer is aligned to their speaker preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 73.7, 'reason': 'Unknown customers respond well to hotel discounts because the offer is aligned to their speaker preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 73.7, 'reason': 'Unknown customers respond well to lifestyle offers because the offer is aligned to their speaker preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[75.4, 73.7, 73.7]","Unknown customers in cluster -1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,-1,Unknown
C0056,Low,Needs Attention,loyalty_nudge,We are nudging the customer with a personalized loyalty experience.,"[{'reward_name': 'Airport Lounge Access', 'score': 81.7, 'reason': 'Unknown customers respond well to airport lounge access because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 80.0, 'reason': 'Unknown customers respond well to hotel discounts because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 80.0, 'reason': 'Unknown customers respond well to lifestyle offers because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[81.7, 80.0, 80.0]","Unknown customers in cluster -1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,-1,Unknown
C0057,Low,Needs Attention,loyalty_nudge,We are nudging the customer with a personalized loyalty experience.,"[{'reward_name': 'Airport Lounge Access', 'score': 80.75, 'reason': 'Unknown customers respond well to airport lounge access because the offer is aligned to their smart home preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 79.05, 'reason': 'Unknown customers respond well to hotel discounts because the offer is aligned to their smart home preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 79.05, 'reason': 'Unknown customers respond well to lifestyle offers because the offer is aligned to their smart home preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[80.75, 79.05, 79.05]","Unknown customers in cluster -1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,-1,Unknown
C0058,Low,Needs Attention,loyalty_nudge,We are nudging the customer with a personalized loyalty experience.,"[{'reward_name': 'Airport Lounge Access', 'score': 77.84, 'reason': 'Unknown customers respond well to airport lounge access because the offer is aligned to their smartphone preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 76.14, 'reason': 'Unknown customers respond well to hotel discounts because the offer is aligned to their smartphone preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 76.14, 'reason': 'Unknown customers respond well to lifestyle offers because the offer is aligned to their smartphone preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[77.84, 76.14, 76.14]","Unknown customers in cluster -1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,-1,Unknown
C0059,Low,Critical,retention_offer,We are prioritizing a tailored retention offer to protect engagement.,"[{'reward_name': 'Airport Lounge Access', 'score': 77.89, 'reason': 'Unknown customers respond well to airport lounge access because the offer is aligned to their gaming preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 76.19, 'reason': 'Unknown customers respond well to hotel discounts because the offer is aligned to their gaming preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 76.19, 'reason': 'Unknown customers respond well to lifestyle offers because the offer is aligned to their gaming preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[77.89, 76.19, 76.19]","Unknown customers in cluster -1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,-1,Unknown
C0060,Low,Needs Attention,loyalty_nudge,We are nudging the customer with a personalized loyalty experience.,"[{'reward_name': 'Airport Lounge Access', 'score': 79.44, 'reason': 'Unknown customers respond well to airport lounge access because the offer is aligned to their smartphone preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 77.74, 'reason': 'Unknown customers respond well to hotel discounts because the offer is aligned to their smartphone preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 77.74, 'reason': 'Unknown customers respond well to lifestyle offers because the offer is aligned to their smartphone preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[79.44, 77.74, 77.74]","Unknown customers in cluster -1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,-1,Unknown
