Customer_ID,Cluster,Persona,Top_3_Rewards,Scores,Business_Insight,Expected_Impact,Customer_Message
C0092,0,Digital Explorer,"[{'reward_name': 'Cashback', 'score': 78.06, 'reason': 'Digital Explorer customers respond well to cashback because the offer is aligned to their security preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through cashback.'}, {'reward_name': 'Electronics Discounts', 'score': 76.86, 'reason': 'Digital Explorer customers respond well to electronics discounts because the offer is aligned to their security preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through electronics discounts.'}, {'reward_name': 'Shopping Vouchers', 'score': 76.36, 'reason': 'Digital Explorer customers respond well to shopping vouchers because the offer is aligned to their security preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through shopping vouchers.'}]","[78.06, 76.86, 76.36]","Digital Explorer customers in cluster 0 show a strong fit for Cashback, Electronics Discounts, Shopping Vouchers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Digital Explorer in cluster 0: prioritize Cashback, Electronics Discounts, Shopping Vouchers. Digital Explorer customers in cluster 0 show a strong fit for Cashback, Electronics Discounts, Shopping Vouchers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0093,2,Value Shopper,"[{'reward_name': 'Cashback', 'score': 80.78, 'reason': 'Value Shopper customers respond well to cashback because the offer is aligned to their security preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through cashback.'}, {'reward_name': 'Shopping Vouchers', 'score': 79.08, 'reason': 'Value Shopper customers respond well to shopping vouchers because the offer is aligned to their security preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through shopping vouchers.'}, {'reward_name': 'Travel Cashback', 'score': 79.08, 'reason': 'Value Shopper customers respond well to travel cashback because the offer is aligned to their security preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through travel cashback.'}]","[80.78, 79.08, 79.08]","Value Shopper customers in cluster 2 show a strong fit for Cashback, Shopping Vouchers, Travel Cashback based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Value Shopper in cluster 2: prioritize Cashback, Shopping Vouchers, Travel Cashback. Value Shopper customers in cluster 2 show a strong fit for Cashback, Shopping Vouchers, Travel Cashback based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0094,1,Luxury Lifestyle,"[{'reward_name': 'Airport Lounge Access', 'score': 91.31, 'reason': 'Luxury Lifestyle customers respond well to airport lounge access because the offer is aligned to their smart home preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 89.61, 'reason': 'Luxury Lifestyle customers respond well to hotel discounts because the offer is aligned to their smart home preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 89.61, 'reason': 'Luxury Lifestyle customers respond well to lifestyle offers because the offer is aligned to their smart home preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[91.31, 89.61, 89.61]","Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Luxury Lifestyle in cluster 1: prioritize Airport Lounge Access, Hotel Discounts, Lifestyle Offers. Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0095,2,Value Shopper,"[{'reward_name': 'Cashback', 'score': 79.54, 'reason': 'Value Shopper customers respond well to cashback because the offer is aligned to their gaming preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through cashback.'}, {'reward_name': 'Shopping Vouchers', 'score': 77.84, 'reason': 'Value Shopper customers respond well to shopping vouchers because the offer is aligned to their gaming preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through shopping vouchers.'}, {'reward_name': 'Travel Cashback', 'score': 77.84, 'reason': 'Value Shopper customers respond well to travel cashback because the offer is aligned to their gaming preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through travel cashback.'}]","[79.54, 77.84, 77.84]","Value Shopper customers in cluster 2 show a strong fit for Cashback, Shopping Vouchers, Travel Cashback based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Value Shopper in cluster 2: prioritize Cashback, Shopping Vouchers, Travel Cashback. Value Shopper customers in cluster 2 show a strong fit for Cashback, Shopping Vouchers, Travel Cashback based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0096,1,Luxury Lifestyle,"[{'reward_name': 'Airport Lounge Access', 'score': 87.3, 'reason': 'Luxury Lifestyle customers respond well to airport lounge access because the offer is aligned to their tv preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 85.6, 'reason': 'Luxury Lifestyle customers respond well to hotel discounts because the offer is aligned to their tv preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 85.6, 'reason': 'Luxury Lifestyle customers respond well to lifestyle offers because the offer is aligned to their tv preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[87.3, 85.6, 85.6]","Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Luxury Lifestyle in cluster 1: prioritize Airport Lounge Access, Hotel Discounts, Lifestyle Offers. Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0097,0,Digital Explorer,"[{'reward_name': 'Electronics Discounts', 'score': 81.51, 'reason': 'Digital Explorer customers respond well to electronics discounts because the offer is aligned to their security preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through electronics discounts.'}, {'reward_name': 'Travel Cashback', 'score': 81.01, 'reason': 'Digital Explorer customers respond well to travel cashback because the offer is aligned to their security preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through travel cashback.'}, {'reward_name': 'Cashback', 'score': 79.71, 'reason': 'Digital Explorer customers respond well to cashback because the offer is aligned to their security preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through cashback.'}]","[81.51, 81.01, 79.71]","Digital Explorer customers in cluster 0 show a strong fit for Electronics Discounts, Travel Cashback, Cashback based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Digital Explorer in cluster 0: prioritize Electronics Discounts, Travel Cashback, Cashback. Digital Explorer customers in cluster 0 show a strong fit for Electronics Discounts, Travel Cashback, Cashback based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0098,0,Digital Explorer,"[{'reward_name': 'Electronics Discounts', 'score': 80.23, 'reason': 'Digital Explorer customers respond well to electronics discounts because the offer is aligned to their smart home preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through electronics discounts.'}, {'reward_name': 'Travel Cashback', 'score': 79.73, 'reason': 'Digital Explorer customers respond well to travel cashback because the offer is aligned to their smart home preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through travel cashback.'}, {'reward_name': 'Cashback', 'score': 78.43, 'reason': 'Digital Explorer customers respond well to cashback because the offer is aligned to their smart home preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through cashback.'}]","[80.23, 79.73, 78.43]","Digital Explorer customers in cluster 0 show a strong fit for Electronics Discounts, Travel Cashback, Cashback based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Digital Explorer in cluster 0: prioritize Electronics Discounts, Travel Cashback, Cashback. Digital Explorer customers in cluster 0 show a strong fit for Electronics Discounts, Travel Cashback, Cashback based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0099,1,Luxury Lifestyle,"[{'reward_name': 'Airport Lounge Access', 'score': 90.36, 'reason': 'Luxury Lifestyle customers respond well to airport lounge access because the offer is aligned to their security preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 88.66, 'reason': 'Luxury Lifestyle customers respond well to hotel discounts because the offer is aligned to their security preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 88.66, 'reason': 'Luxury Lifestyle customers respond well to lifestyle offers because the offer is aligned to their security preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[90.36, 88.66, 88.66]","Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Luxury Lifestyle in cluster 1: prioritize Airport Lounge Access, Hotel Discounts, Lifestyle Offers. Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0100,0,Digital Explorer,"[{'reward_name': 'Electronics Discounts', 'score': 79.0, 'reason': 'Digital Explorer customers respond well to electronics discounts because the offer is aligned to their speaker preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through electronics discounts.'}, {'reward_name': 'Shopping Vouchers', 'score': 75.5, 'reason': 'Digital Explorer customers respond well to shopping vouchers because the offer is aligned to their speaker preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through shopping vouchers.'}, {'reward_name': 'Airport Lounge Access', 'score': 73.6, 'reason': 'Digital Explorer customers respond well to airport lounge access because the offer is aligned to their speaker preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}]","[79.0, 75.5, 73.6]","Digital Explorer customers in cluster 0 show a strong fit for Electronics Discounts, Shopping Vouchers, Airport Lounge Access based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Digital Explorer in cluster 0: prioritize Electronics Discounts, Shopping Vouchers, Airport Lounge Access. Digital Explorer customers in cluster 0 show a strong fit for Electronics Discounts, Shopping Vouchers, Airport Lounge Access based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0101,1,Luxury Lifestyle,"[{'reward_name': 'Airport Lounge Access', 'score': 88.84, 'reason': 'Luxury Lifestyle customers respond well to airport lounge access because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 87.14, 'reason': 'Luxury Lifestyle customers respond well to hotel discounts because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 87.14, 'reason': 'Luxury Lifestyle customers respond well to lifestyle offers because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[88.84, 87.14, 87.14]","Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Luxury Lifestyle in cluster 1: prioritize Airport Lounge Access, Hotel Discounts, Lifestyle Offers. Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0102,1,Luxury Lifestyle,"[{'reward_name': 'Airport Lounge Access', 'score': 85.69, 'reason': 'Luxury Lifestyle customers respond well to airport lounge access because the offer is aligned to their tv preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 83.99, 'reason': 'Luxury Lifestyle customers respond well to hotel discounts because the offer is aligned to their tv preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 83.99, 'reason': 'Luxury Lifestyle customers respond well to lifestyle offers because the offer is aligned to their tv preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[85.69, 83.99, 83.99]","Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Luxury Lifestyle in cluster 1: prioritize Airport Lounge Access, Hotel Discounts, Lifestyle Offers. Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0103,1,Luxury Lifestyle,"[{'reward_name': 'Airport Lounge Access', 'score': 89.11, 'reason': 'Luxury Lifestyle customers respond well to airport lounge access because the offer is aligned to their gaming preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 87.41, 'reason': 'Luxury Lifestyle customers respond well to hotel discounts because the offer is aligned to their gaming preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 87.41, 'reason': 'Luxury Lifestyle customers respond well to lifestyle offers because the offer is aligned to their gaming preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[89.11, 87.41, 87.41]","Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Luxury Lifestyle in cluster 1: prioritize Airport Lounge Access, Hotel Discounts, Lifestyle Offers. Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0104,0,Digital Explorer,"[{'reward_name': 'Cashback', 'score': 80.3, 'reason': 'Digital Explorer customers respond well to cashback because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through cashback.'}, {'reward_name': 'Electronics Discounts', 'score': 79.1, 'reason': 'Digital Explorer customers respond well to electronics discounts because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through electronics discounts.'}, {'reward_name': 'Shopping Vouchers', 'score': 78.6, 'reason': 'Digital Explorer customers respond well to shopping vouchers because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through shopping vouchers.'}]","[80.3, 79.1, 78.6]","Digital Explorer customers in cluster 0 show a strong fit for Cashback, Electronics Discounts, Shopping Vouchers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Digital Explorer in cluster 0: prioritize Cashback, Electronics Discounts, Shopping Vouchers. Digital Explorer customers in cluster 0 show a strong fit for Cashback, Electronics Discounts, Shopping Vouchers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0105,1,Luxury Lifestyle,"[{'reward_name': 'Airport Lounge Access', 'score': 81.8, 'reason': 'Luxury Lifestyle customers respond well to airport lounge access because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 80.1, 'reason': 'Luxury Lifestyle customers respond well to hotel discounts because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 80.1, 'reason': 'Luxury Lifestyle customers respond well to lifestyle offers because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[81.8, 80.1, 80.1]","Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Luxury Lifestyle in cluster 1: prioritize Airport Lounge Access, Hotel Discounts, Lifestyle Offers. Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0106,0,Digital Explorer,"[{'reward_name': 'Cashback', 'score': 79.33, 'reason': 'Digital Explorer customers respond well to cashback because the offer is aligned to their smart home preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through cashback.'}, {'reward_name': 'Electronics Discounts', 'score': 78.13, 'reason': 'Digital Explorer customers respond well to electronics discounts because the offer is aligned to their smart home preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through electronics discounts.'}, {'reward_name': 'Shopping Vouchers', 'score': 77.63, 'reason': 'Digital Explorer customers respond well to shopping vouchers because the offer is aligned to their smart home preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through shopping vouchers.'}]","[79.33, 78.13, 77.63]","Digital Explorer customers in cluster 0 show a strong fit for Cashback, Electronics Discounts, Shopping Vouchers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Digital Explorer in cluster 0: prioritize Cashback, Electronics Discounts, Shopping Vouchers. Digital Explorer customers in cluster 0 show a strong fit for Cashback, Electronics Discounts, Shopping Vouchers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0107,0,Digital Explorer,"[{'reward_name': 'Electronics Discounts', 'score': 83.95, 'reason': 'Digital Explorer customers respond well to electronics discounts because the offer is aligned to their speaker preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through electronics discounts.'}, {'reward_name': 'Travel Cashback', 'score': 83.45, 'reason': 'Digital Explorer customers respond well to travel cashback because the offer is aligned to their speaker preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through travel cashback.'}, {'reward_name': 'Cashback', 'score': 82.15, 'reason': 'Digital Explorer customers respond well to cashback because the offer is aligned to their speaker preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through cashback.'}]","[83.95, 83.45, 82.15]","Digital Explorer customers in cluster 0 show a strong fit for Electronics Discounts, Travel Cashback, Cashback based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Digital Explorer in cluster 0: prioritize Electronics Discounts, Travel Cashback, Cashback. Digital Explorer customers in cluster 0 show a strong fit for Electronics Discounts, Travel Cashback, Cashback based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0108,1,Luxury Lifestyle,"[{'reward_name': 'Airport Lounge Access', 'score': 83.74, 'reason': 'Luxury Lifestyle customers respond well to airport lounge access because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 82.04, 'reason': 'Luxury Lifestyle customers respond well to hotel discounts because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 82.04, 'reason': 'Luxury Lifestyle customers respond well to lifestyle offers because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[83.74, 82.04, 82.04]","Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Luxury Lifestyle in cluster 1: prioritize Airport Lounge Access, Hotel Discounts, Lifestyle Offers. Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0109,0,Digital Explorer,"[{'reward_name': 'Cashback', 'score': 78.59, 'reason': 'Digital Explorer customers respond well to cashback because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through cashback.'}, {'reward_name': 'Electronics Discounts', 'score': 77.39, 'reason': 'Digital Explorer customers respond well to electronics discounts because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through electronics discounts.'}, {'reward_name': 'Shopping Vouchers', 'score': 76.89, 'reason': 'Digital Explorer customers respond well to shopping vouchers because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through shopping vouchers.'}]","[78.59, 77.39, 76.89]","Digital Explorer customers in cluster 0 show a strong fit for Cashback, Electronics Discounts, Shopping Vouchers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Digital Explorer in cluster 0: prioritize Cashback, Electronics Discounts, Shopping Vouchers. Digital Explorer customers in cluster 0 show a strong fit for Cashback, Electronics Discounts, Shopping Vouchers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0110,1,Luxury Lifestyle,"[{'reward_name': 'Airport Lounge Access', 'score': 86.39, 'reason': 'Luxury Lifestyle customers respond well to airport lounge access because the offer is aligned to their tv preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 84.69, 'reason': 'Luxury Lifestyle customers respond well to hotel discounts because the offer is aligned to their tv preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 84.69, 'reason': 'Luxury Lifestyle customers respond well to lifestyle offers because the offer is aligned to their tv preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[86.39, 84.69, 84.69]","Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Luxury Lifestyle in cluster 1: prioritize Airport Lounge Access, Hotel Discounts, Lifestyle Offers. Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
