Customer_ID,Membership_Tier,Customer_Since,Age,Gender,City,Occupation,Income_Level,Total_Transactions_6M,Total_Spend_6M,Average_Order_Value,Preferred_Brand,Reward_Utilization,Reward_Expiry_Risk,Purchase_Frequency,Loyalty_Engagement,Days_Since_Last_Purchase,Upgrade_Readiness,Customer_Health,Churn_Risk,favorite_category,favorite_brand,top_merchant,category_diversity,brand_diversity,spending_diversity_score,average_days_between_purchases,seasonality_score,recency,frequency,monetary,total_spend,average_order_value,purchase_frequency,days_since_last_purchase,reward_points_earned,reward_points_redeemed,reward_utilization_pct,coupon_usage_pct,reward_redemption_rate,average_reward_per_transaction,website_visits,session_duration,wishlist_added,cart_abandoned,email_click_rate,push_notification_response,app_usage_score,customer_engagement_score,online_purchase_ratio,offline_purchase_ratio,weekend_shopping_ratio,average_monthly_spend,customer_lifetime_value,estimated_annual_spend,profitability_score,customer_health_score,upgrade_readiness_score,churn_risk_score,loyalty_score,high_value_customer_flag,dormancy_flag,premium_customer_flag
C0046,Bronze,2020-01-02,41,Male,Bengaluru,CA,High,6,494160,82360.0,Google Nest,0.35,0.08,1.0,Medium,10,No,Critical,Low,Security,Google Nest,App,3,2,0.9206198329835873,31.0,0.6451790220014613,11,6,494160.0,494160.0,82360.0,1.0,11,4939.0,1712.0,34.66288715395245,50.0,0.27400768201983405,823.1666666666666,61.0,14.333333333333334,0.0,0.0,0.0,0.0,100.0,66.0,0.5,0.5,0.0,82360.0,6485976.84,988320.0,148230.88,10.0,0.0,10.0,52.232577430790485,0,0,0
C0047,Silver,2019-10-11,32,Male,Pune,Doctor,High,7,634013,90573.29,Apple,0.5,0.14,1.17,High,23,No,Needs Attention,Low,Audio,Apple,Online,2,2,0.5916727756969373,25.666666666666668,0.49112178093911507,24,7,634013.0,634013.0,90573.28571428571,1.1666666666666667,24,6337.0,3154.0,49.7711850248206,57.14285714285714,0.4489679708911488,905.2857142857143,85.0,12.0,0.0,0.0,0.0,0.0,100.0,78.0,0.8571428571428571,0.14285714285714285,0.42857142857142855,105668.83333333333,8609731.64,1268026.0,190172.36,40.0,0.0,10.0,66.35423700496412,0,0,0
C0048,Bronze,2021-06-25,47,Female,Mumbai,Student,Low,7,870467,124352.43,Bose,0.31,0.21,1.17,Medium,13,No,Critical,Low,Audio,Bose,Offline,3,3,0.9141008892878475,25.5,0.5281313438452512,14,7,870467.0,870467.0,124352.42857142857,1.1666666666666667,14,8701.0,2709.0,31.134352337507927,42.857142857142854,0.2707105023776252,1243.0,42.0,17.0,0.0,0.0,0.0,0.0,100.0,66.0,0.5714285714285714,0.42857142857142855,0.5714285714285714,145077.83333333334,8851237.34,1740934.0,261113.01,10.0,0.0,10.0,51.52687046750158,1,0,0
C0049,Bronze,2024-12-12,58,Male,Hyderabad,Business,High,5,541519,108303.8,Samsung,0.48,0.01,0.83,Medium,10,No,Needs Attention,Low,Audio,Samsung,App,5,3,0.9999999968933253,39.5,0.4730888690211838,11,5,541519.0,541519.0,108303.8,0.8333333333333334,11,5413.0,2594.0,47.921669965044025,60.0,0.4055025787001679,1082.6,38.0,21.2,0.0,0.0,0.0,0.0,97.2,65.328,1.0,0.0,0.0,90253.16666666667,1752431.1,1083038.0,162429.76,40.0,0.0,10.0,54.6827339930088,0,0,0
C0050,Bronze,2024-12-16,46,Female,Bengaluru,Business,Low,7,530541,75791.57,Samsung,0.24,0.25,1.17,Medium,31,No,Critical,Low,Audio,Samsung,Offline,3,2,0.8699155270429084,20.833333333333332,0.5387872131785044,32,7,530541.0,530541.0,75791.57142857143,1.1666666666666667,32,5302.0,1275.0,24.04752918889565,57.14285714285714,0.19666820885906494,757.4285714285714,89.0,10.428571428571429,0.0,0.0,0.0,0.0,100.0,66.0,0.5714285714285714,0.42857142857142855,0.42857142857142855,88423.5,1705284.42,1061082.0,159149.55,10.0,0.0,10.0,50.109505837779125,0,0,0
C0051,Silver,2020-10-18,27,Male,Bengaluru,Engineer,Low,7,725204,103600.57,Google Nest,0.59,0.0,1.17,High,12,No,Needs Attention,Low,Smart Home,Google Nest,App,3,2,0.8699155270429084,15.5,0.5319605785582907,13,7,725204.0,725204.0,103600.57142857143,1.1666666666666667,13,7248.0,4269.0,58.89900654125413,28.57142857142857,0.5391513001526252,1035.4285714285713,53.0,19.142857142857142,0.0,0.0,0.0,0.0,100.0,78.0,0.7142857142857143,0.2857142857142857,0.2857142857142857,120867.33333333333,8366898.44,1450408.0,217518.51,40.0,0.0,10.0,68.17980130825083,0,0,0
C0052,Platinum,2023-08-24,43,Male,Hyderabad,Doctor,High,4,384587,96146.75,Google Nest,0.2,0.4,0.67,Medium,40,No,Critical,Low,Smart Home,Google Nest,Online,2,2,0.8112781215737428,39.666666666666664,0.1689563500410734,41,4,384587.0,384587.0,96146.75,0.6666666666666666,41,3844.0,773.0,20.10926113395093,50.0,0.1693318725753957,961.0,38.0,12.75,0.0,0.0,0.0,0.0,88.75,63.3,0.75,0.25,0.75,64097.833333333336,2246977.85,769174.0,115368.37,10.0,0.0,10.0,71.01185222679018,0,0,1
C0053,Silver,2021-07-10,24,Male,Delhi,Doctor,Medium,7,315579,45082.71,Samsung,0.41,0.12,1.17,High,6,No,Needs Attention,Low,Smartphone,Apple,Online,5,5,0.9165164400929279,28.166666666666668,0.7860275758743026,7,7,315579.0,315579.0,45082.71428571428,1.1666666666666667,7,3152.0,1296.0,41.11675113858899,57.14285714285714,0.3488559882937927,450.2857142857143,60.0,19.571428571428573,0.0,0.0,0.0,0.0,100.0,78.0,0.7142857142857143,0.2857142857142857,0.2857142857142857,52596.5,3183006.26,631158.0,94660.74,40.0,0.0,10.0,64.6233502277178,0,0,0
C0054,Gold,2020-01-25,25,Female,Ahmedabad,Student,Low,7,584133,83447.57,Apple,0.22,0.17,1.17,Medium,30,No,Critical,Low,Watch,Apple,App,4,3,0.9211854937031643,20.333333333333332,0.506511783978268,31,7,584133.0,584133.0,83447.57142857143,1.1666666666666667,31,5837.0,1280.0,21.929073116448393,57.14285714285714,0.17075773723218018,833.8571428571429,78.0,16.857142857142858,0.0,0.0,0.0,0.0,100.0,66.0,0.7142857142857143,0.2857142857142857,0.2857142857142857,97355.5,7593329.18,1168266.0,175227.1,10.0,0.0,10.0,64.68581462328967,0,0,1
C0055,Silver,2025-05-22,29,Male,Bengaluru,Business,High,6,614161,102360.17,Bose,0.47,0.15,1.0,Medium,77,No,Needs Attention,Low,Speaker,Bose,App,4,3,0.8962406222948989,16.6,0.3122648423089733,78,6,614161.0,614161.0,102360.16666666667,1.0,78,6137.0,2865.0,46.68404750418112,16.666666666666664,0.41347957798603036,1022.8333333333334,57.0,13.833333333333334,0.0,0.0,0.0,0.0,100.0,66.0,0.8333333333333334,0.16666666666666666,0.16666666666666666,102360.16666666667,1446073.81,1228322.0,184219.65,40.0,0.0,10.0,62.13680950083622,0,1,0
C0056,Gold,2019-11-18,30,Female,Pune,CA,Low,9,634117,70457.44,Sony,0.64,0.01,1.5,High,10,No,Needs Attention,Low,Audio,Sony,Offline,6,5,0.9359446940972023,20.0,0.6830207089702366,11,9,634117.0,634117.0,70457.44444444444,1.5,11,6337.0,4065.0,64.14707264613055,33.33333333333333,0.5779894773524962,704.1111111111111,115.0,18.11111111111111,0.0,0.0,0.0,0.0,100.0,78.0,0.4444444444444444,0.5555555555555556,0.1111111111111111,105686.16666666667,8479198.98,1268234.0,190194.45,40.0,0.0,10.0,76.7294145292261,0,0,1
C0057,Platinum,2025-03-22,28,Male,Hyderabad,CA,Medium,10,885273,88527.3,Google Nest,0.56,0.09,1.67,High,0,No,Needs Attention,Low,Smart Home,Google Nest,App,3,2,0.72984669643138,19.333333333333332,0.7685645341150866,1,10,885273.0,885273.0,88527.3,1.6666666666666667,1,8849.0,4977.0,56.2436432859717,60.0,0.5258320121227343,884.9,96.0,22.6,0.0,0.0,0.0,0.0,100.0,78.0,0.8,0.2,0.4,147545.5,2380117.96,1770546.0,265532.13,40.0,0.0,10.0,82.64872865719434,1,0,1
C0058,Bronze,2024-10-07,25,Female,Delhi,Manager,Medium,9,723243,80360.33,Apple,0.67,0.0,1.5,Medium,10,No,Needs Attention,Low,Smartphone,Apple,Offline,4,2,0.8288713603670543,12.125,0.657430190861281,11,9,723243.0,723243.0,80360.33333333333,1.5,11,7228.0,4843.0,67.00332032788694,44.44444444444444,0.6361486921894802,803.1111111111111,76.0,18.555555555555557,0.0,0.0,0.0,0.0,100.0,66.0,0.5555555555555556,0.4444444444444444,0.4444444444444444,120540.5,2601892.68,1446486.0,216924.47,40.0,0.0,10.0,58.700664065577385,0,0,0
C0059,Gold,2024-03-03,51,Female,Pune,Business,Low,9,1002421,111380.11,Sony,0.32,0.02,1.5,High,34,No,Critical,Low,Gaming,Sony,Offline,3,1,0.9656336044121073,10.875,0.30250312308207006,35,9,1002421.0,1002421.0,111380.11111111111,1.5,35,10019.0,3249.0,32.42838603410681,66.66666666666666,0.28630595674453124,1113.2222222222222,59.0,17.666666666666668,0.0,0.0,0.0,0.0,100.0,78.0,0.4444444444444444,0.5555555555555556,0.3333333333333333,167070.16666666666,4802838.47,2004842.0,300693.81,10.0,0.0,10.0,70.38567720682136,1,0,1
C0060,Gold,2020-04-30,28,Female,Delhi,Student,Low,9,808809,89867.67,Samsung,0.45,0.08,1.5,High,6,No,Needs Attention,Low,Smartphone,Samsung,Online,3,3,0.9656336044121073,20.0,0.7375046769149035,7,9,808809.0,808809.0,89867.66666666667,1.5,7,8084.0,3668.0,45.37357738078479,55.55555555555556,0.4012251144156365,898.2222222222222,97.0,18.22222222222222,0.0,0.0,0.0,0.0,100.0,78.0,0.7777777777777778,0.2222222222222222,0.5555555555555556,134801.5,10088798.92,1617618.0,242606.02,40.0,0.0,10.0,72.97471547615696,1,0,1
C0061,Gold,2020-02-26,51,Male,Bengaluru,Doctor,Medium,9,985043,109449.22,Google Nest,0.33,0.22,1.5,High,5,No,Critical,Low,Security,Google Nest,Online,3,2,0.8527924857593228,21.75,0.6019623341018165,6,9,985043.0,985043.0,109449.22222222222,1.5,6,9845.0,3256.0,33.0726256647307,44.44444444444444,0.28788682556331846,1093.888888888889,117.0,20.11111111111111,0.0,0.0,0.0,0.0,100.0,78.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,164173.83333333334,12632283.13,1970086.0,295480.34,10.0,0.0,10.0,70.51452513294613,1,0,1
C0062,Silver,2020-04-04,26,Male,Pune,Business,Low,9,781227,86803.0,Bose,0.32,0.22,1.5,High,19,No,Critical,Low,Audio,Bose,Offline,3,2,0.7725068829835425,18.5,0.7619146056607001,20,9,781227.0,781227.0,86803.0,1.5,20,7808.0,2468.0,31.608606516894717,55.55555555555556,0.2818638644565283,867.5555555555555,108.0,21.77777777777778,0.0,0.0,0.0,0.0,100.0,78.0,0.5555555555555556,0.4444444444444444,0.3333333333333333,130204.5,9855972.67,1562454.0,234343.42,10.0,0.0,10.0,62.72172130337894,0,0,0
C0063,Platinum,2022-09-05,37,Female,Bengaluru,Engineer,Medium,5,323787,64757.4,Google Nest,0.36,0.11,0.83,Medium,19,No,Critical,Low,Audio,Google Nest,Offline,3,3,0.9602297151300435,37.75,0.3201696829120734,20,5,323787.0,323787.0,64757.4,0.8333333333333334,20,3236.0,1155.0,35.6922124978609,60.0,0.2935943053035223,647.2,65.0,22.0,0.0,0.0,0.0,0.0,100.0,66.0,0.4,0.6,0.4,53964.5,2517604.6,647574.0,97124.55,10.0,0.0,10.0,74.93844249957218,0,0,1
C0064,Bronze,2022-02-12,32,Female,Ahmedabad,Manager,Low,7,576609,82372.71,Apple,0.49,0.12,1.17,Medium,1,No,Needs Attention,Low,Smartphone,Apple,Offline,3,2,0.7248340887750424,26.666666666666668,0.5381945659860528,2,7,576609.0,576609.0,82372.71428571429,1.1666666666666667,2,5762.0,2806.0,48.69836853748982,57.14285714285714,0.4377535094574828,823.1428571428571,75.0,21.428571428571427,0.0,0.0,0.0,0.0,100.0,66.0,0.42857142857142855,0.5714285714285714,0.14285714285714285,96101.5,5130675.56,1153218.0,172954.64,40.0,0.0,10.0,55.03967370749796,0,0,0
C0065,Gold,2024-08-11,57,Female,Ahmedabad,Manager,Low,4,592185,148046.25,Apple,0.54,0.0,0.67,Medium,10,No,Needs Attention,Low,Audio,Apple,Online,2,1,0.99999999711461,35.333333333333336,0.18365570371092563,11,4,592185.0,592185.0,148046.25,0.6666666666666666,11,5919.0,3179.0,53.708396597890875,50.0,0.4571469651177064,1479.75,50.0,24.5,0.0,0.0,0.0,0.0,100.0,66.0,0.75,0.25,0.0,98697.5,2315236.63,1184370.0,177623.71,40.0,0.0,10.0,71.04167931957818,0,0,1
C0066,Bronze,2021-05-16,52,Female,Bengaluru,Engineer,High,10,584460,58446.0,Google Nest,0.5,0.02,1.67,High,36,No,Needs Attention,Low,Security,Google Nest,App,4,3,0.8609640445582911,13.0,0.7721825575751856,37,10,584460.0,584460.0,58446.0,1.6666666666666667,37,5840.0,2907.0,49.77739717503871,40.0,0.4477818847076681,584.0,98.0,22.7,0.0,0.0,0.0,0.0,100.0,78.0,0.8,0.2,0.1,97410.0,6071023.24,1168920.0,175308.93,40.0,0.0,10.0,58.85547943500774,0,0,0
C0067,Silver,2025-02-07,43,Female,Pune,Doctor,Medium,7,641140,91591.43,Sony,0.48,0.03,1.17,Medium,89,No,Needs Attention,Low,Audio,Sony,App,3,4,0.7248340887750424,8.333333333333334,0.8282357594111154,90,7,641140.0,641140.0,91591.42857142857,1.1666666666666667,90,6408.0,3101.0,48.392634131721856,28.57142857142857,0.4326171868964604,915.4285714285714,51.0,23.428571428571427,0.0,0.0,0.0,0.0,100.0,66.0,0.7142857142857143,0.2857142857142857,0.2857142857142857,106856.66666666667,1874709.16,1282280.0,192310.99,40.0,0.0,10.0,62.47852682634437,0,1,0
C0068,Bronze,2022-03-18,33,Male,Delhi,Doctor,Low,6,474408,79068.0,Google Nest,0.35,0.18,1.0,High,7,No,Critical,Low,Smart Home,Google Nest,Online,3,2,0.9206198329835873,30.0,0.43048483895868195,8,6,474408.0,474408.0,79068.0,1.0,8,4742.0,1652.0,34.837621183387554,66.66666666666666,0.2953692109862879,790.3333333333334,82.0,16.166666666666668,0.0,0.0,0.0,0.0,100.0,78.0,0.8333333333333334,0.16666666666666666,0.16666666666666666,79068.0,4132967.16,948816.0,142305.88,10.0,0.0,10.0,55.86752423667751,0,0,0
C0069,Bronze,2019-11-19,23,Female,Pune,Manager,Medium,9,1040069,115563.22,Google Nest,0.49,0.09,1.5,High,9,No,Needs Attention,Low,Smart Home,Google Nest,App,3,3,0.9656336044121073,21.0,0.8240876360988432,10,9,1040069.0,1040069.0,115563.22222222222,1.5,10,10396.0,5045.0,48.528280061053984,44.44444444444444,0.4253077049188099,1155.111111111111,90.0,13.555555555555555,0.0,0.0,0.0,0.0,100.0,78.0,0.6666666666666666,0.3333333333333333,0.2222222222222222,173344.83333333334,13901757.31,2080138.0,311970.25,40.0,0.0,10.0,58.605656012210794,1,0,0
C0070,Gold,2022-01-02,25,Female,Mumbai,Engineer,High,8,751725,93965.62,Google Nest,0.57,0.04,1.33,High,8,No,Needs Attention,Low,Smart Home,Google Nest,Offline,4,3,0.7743974674623092,19.428571428571427,0.9907249781182137,9,8,751725.0,751725.0,93965.625,1.3333333333333333,9,7513.0,4314.0,57.420471106854166,37.5,0.5275773504615662,939.125,78.0,19.5,0.0,0.0,0.0,0.0,100.0,78.0,0.5,0.5,0.25,125287.5,6857625.46,1503450.0,225474.36,40.0,0.0,10.0,75.38409422137083,0,0,1
C0071,Gold,2024-07-13,36,Female,Bengaluru,CA,Low,4,243820,60955.0,Google Nest,0.48,0.09,0.67,Medium,22,No,Needs Attention,Low,Security,Google Nest,App,3,2,0.9463946276264684,37.666666666666664,1.103481700410015,23,4,243820.0,243820.0,60955.0,0.6666666666666666,23,2436.0,1171.0,48.070607356031985,50.0,0.3949409767455616,609.0,33.0,20.5,0.0,0.0,0.0,0.0,86.5,62.76,0.5,0.5,0.25,40636.666666666664,991968.57,487640.0,73134.29,40.0,0.0,10.0,68.9421214712064,0,0,1
C0072,Gold,2022-06-03,37,Female,Mumbai,Business,High,5,290633,58126.6,Samsung,0.53,0.0,0.83,Medium,25,No,Needs Attention,Low,Audio,Samsung,App,4,2,0.960964044558291,20.75,1.0115437404728314,26,5,290633.0,290633.0,58126.6,0.8333333333333334,26,2905.0,1544.0,53.1497416414811,40.0,0.42324561287487494,581.0,62.0,15.6,0.0,0.0,0.0,0.0,100.0,66.0,0.6,0.4,0.0,48438.833333333336,2409409.24,581266.0,87174.46,40.0,0.0,10.0,70.92994832829622,0,0,1
C0073,Gold,2024-07-25,57,Female,Ahmedabad,Student,Medium,9,814122,90458.0,Bose,0.42,0.07,1.5,High,13,No,Needs Attention,Low,Speaker,Bose,Online,4,3,0.8763576366044623,16.625,0.43297975728969923,14,9,814122.0,814122.0,90458.0,1.5,14,8137.0,3390.0,41.661545973133165,44.44444444444444,0.3814989867415046,904.1111111111111,110.0,12.222222222222221,0.0,0.0,0.0,0.0,100.0,78.0,0.8888888888888888,0.1111111111111111,0.4444444444444444,135687.0,3258716.94,1628244.0,244202.7,40.0,0.0,10.0,72.23230919462664,1,0,1
C0074,Bronze,2021-12-26,57,Male,Bengaluru,Business,Low,8,850765,106345.62,Sony,0.5,0.07,1.33,Medium,32,No,Needs Attention,Low,TV,Sony,Offline,4,2,0.9528195282293931,21.142857142857142,0.6248660769140628,33,8,850765.0,850765.0,106345.625,1.3333333333333333,33,8505.0,4231.0,49.747207466493585,25.0,0.45044181789583543,1063.125,112.0,18.125,0.0,0.0,0.0,0.0,100.0,66.0,0.625,0.375,0.5,141794.16666666666,7793729.47,1701530.0,255187.19,40.0,0.0,10.0,55.24944149329872,1,0,0
C0075,Silver,2022-07-11,27,Male,Hyderabad,Student,Low,6,447223,74537.17,Google Nest,0.48,0.05,1.0,High,39,No,Needs Attention,Low,Smart Home,Google Nest,Offline,4,3,0.8962406222948989,27.6,0.6532750252116759,40,6,447223.0,447223.0,74537.16666666667,1.0,40,4470.0,2141.0,47.89709161544275,50.0,0.39349384232035683,745.0,66.0,27.333333333333332,0.0,0.0,0.0,0.0,100.0,78.0,0.5,0.5,0.3333333333333333,74537.16666666667,3614516.9,894446.0,134145.49,40.0,0.0,10.0,65.97941832308855,0,0,0
C0076,Platinum,2025-03-13,54,Female,Hyderabad,Business,Medium,10,988977,98897.7,Apple,0.28,0.13,1.67,High,2,No,Critical,Low,Smartphone,Apple,App,4,2,0.8804820208364506,18.77777777777778,0.20213933215770105,3,10,988977.0,988977.0,98897.7,1.6666666666666667,3,9887.0,2724.0,27.551330001465228,50.0,0.24633749299481147,988.7,117.0,16.3,0.0,0.0,0.0,0.0,100.0,78.0,0.6,0.4,0.3,164829.5,2707671.46,1977954.0,296665.86,10.0,0.0,10.0,76.91026600029305,1,0,1
C0077,Silver,2021-09-03,37,Female,Delhi,CA,Medium,10,950669,95066.9,Samsung,0.3,0.14,1.67,High,2,No,Critical,Low,TV,Samsung,Offline,4,4,0.9232196694501177,18.333333333333332,0.7396589845347993,3,10,950669.0,950669.0,95066.9,1.6666666666666667,3,9501.0,2880.0,30.31259864191917,60.0,0.2700421938396229,950.1,137.0,17.4,0.0,0.0,0.0,0.0,100.0,78.0,0.5,0.5,0.1,158444.83333333334,9302371.0,1901338.0,285171.9,10.0,0.0,10.0,62.46251972838383,1,0,0
C0078,Bronze,2021-10-03,54,Female,Delhi,Manager,Medium,9,687922,76435.78,Google Nest,0.48,0.02,1.5,Medium,1,No,Needs Attention,Low,Smart Home,Google Nest,Offline,4,3,0.723308330928714,21.875,0.8350963932075638,2,9,687922.0,687922.0,76435.77777777778,1.5,2,6876.0,3293.0,47.89121575350318,66.66666666666666,0.40911914472714733,764.0,102.0,24.666666666666668,0.0,0.0,0.0,0.0,100.0,66.0,0.4444444444444444,0.5555555555555556,0.2222222222222222,114653.66666666667,6618365.25,1375844.0,206343.67,40.0,0.0,10.0,54.878243150700634,0,0,0
C0079,Platinum,2024-07-10,33,Male,Delhi,Student,Medium,8,700671,87583.88,Samsung,0.49,0.05,1.33,Medium,45,No,Needs Attention,Low,Audio,Samsung,Offline,4,2,0.8749999971146099,16.0,0.6203581720042679,46,8,700671.0,700671.0,87583.875,1.3333333333333333,46,7003.0,3440.0,49.12180487059574,12.5,0.4350575433981819,875.375,97.0,17.875,0.0,0.0,0.0,0.0,100.0,66.0,0.625,0.375,0.125,116778.5,2862152.31,1401342.0,210166.9,40.0,0.0,10.0,77.62436097411914,0,0,1
C0080,Bronze,2024-08-04,49,Male,Delhi,CA,Medium,5,637092,127418.4,Samsung,0.37,0.0,0.83,Medium,26,No,Critical,Low,TV,Samsung,App,2,1,0.7219280920019722,23.25,0.2698317507949109,27,5,637092.0,637092.0,127418.4,0.8333333333333334,27,6369.0,2328.0,36.55204892989159,60.0,0.30124223563503855,1273.8,45.0,23.4,0.0,0.0,0.0,0.0,100.0,66.0,0.8,0.2,0.2,106182.0,2515227.01,1274184.0,191104.32,10.0,0.0,10.0,52.61040978597832,0,0,0
C0081,Gold,2023-12-10,29,Female,Mumbai,Manager,High,4,376255,94063.75,Google Nest,0.29,0.03,0.67,Medium,32,No,Critical,Low,Security,Google Nest,Offline,3,2,0.9463946276264684,47.333333333333336,0.0693696710095781,33,4,376255.0,376255.0,94063.75,0.6666666666666666,33,3761.0,1083.0,28.795533026334663,25.0,0.2165566882292408,940.25,33.0,18.0,0.0,0.0,0.0,0.0,84.0,62.16,0.5,0.5,0.5,62709.166666666664,1975789.43,752510.0,112865.67,10.0,0.0,10.0,64.90710660526693,0,0,1
C0082,Bronze,2024-10-08,26,Male,Pune,Student,High,7,823040,117577.14,Bose,0.34,0.23,1.17,Medium,46,No,Critical,Low,Audio,Bose,App,2,1,0.9852281331488615,21.333333333333332,0.6777652936736253,47,7,823040.0,823040.0,117577.14285714286,1.1666666666666667,47,8228.0,2766.0,33.61691780066004,42.857142857142854,0.29118854585620746,1175.4285714285713,50.0,20.142857142857142,0.0,0.0,0.0,0.0,100.0,66.0,0.8571428571428571,0.14285714285714285,0.42857142857142855,137173.33333333334,2956409.25,1646080.0,246884.34,10.0,0.0,10.0,52.023383560132004,1,0,0
C0083,Gold,2022-06-21,28,Male,Hyderabad,Doctor,High,6,684758,114126.33,Sony,0.62,0.07,1.0,Medium,12,No,Needs Attention,Low,Audio,Sony,Offline,3,3,0.9206198329835873,29.0,0.9071319774211831,13,6,684758.0,684758.0,114126.33333333333,1.0,13,6845.0,4219.0,61.63623073537438,16.666666666666664,0.5621585602103151,1140.8333333333333,84.0,11.5,0.0,0.0,0.0,0.0,100.0,66.0,0.5,0.5,0.3333333333333333,114126.33333333333,5609297.57,1369516.0,205385.21,40.0,0.0,10.0,72.62724614707487,0,0,1
C0084,Silver,2022-09-10,37,Female,Ahmedabad,Business,Medium,6,423199,70533.17,Apple,0.44,0.0,1.0,Medium,53,No,Needs Attention,Low,Smartphone,Apple,Offline,4,2,0.8962406222948989,20.4,0.5288030185346819,54,6,423199.0,423199.0,70533.16666666667,1.0,54,4229.0,1881.0,44.4786000367023,50.0,0.3879150332276448,704.8333333333334,68.0,21.333333333333332,0.0,0.0,0.0,0.0,100.0,66.0,0.16666666666666666,0.8333333333333334,0.0,70533.16666666667,3278995.67,846398.0,126940.89,40.0,0.0,10.0,61.695720007340455,0,0,0
C0085,Gold,2021-02-11,55,Female,Ahmedabad,Manager,Medium,7,641844,91692.0,Apple,0.21,0.19,1.17,High,20,No,Critical,Low,Audio,Apple,App,3,2,0.8699155270429084,26.0,0.6912962060300135,21,7,641844.0,641844.0,91692.0,1.1666666666666667,21,6415.0,1369.0,21.340607916850182,57.14285714285714,0.17395171515380978,916.4285714285714,82.0,19.428571428571427,0.0,0.0,0.0,0.0,100.0,78.0,0.5714285714285714,0.42857142857142855,0.14285714285714285,106974.0,6997461.49,1283688.0,192539.51,10.0,0.0,10.0,68.16812158337004,0,0,1
C0086,Bronze,2020-01-20,26,Male,Ahmedabad,Doctor,Medium,10,1076309,107630.9,Bose,0.4,0.02,1.67,High,46,No,Needs Attention,Low,Audio,Bose,App,3,2,0.8173454194157925,14.777777777777779,0.5704075347117763,47,10,1076309.0,1076309.0,107630.9,1.6666666666666667,47,10757.0,4302.0,39.99256294506595,30.0,0.3523918738922085,1075.7,114.0,21.9,0.0,0.0,0.0,0.0,100.0,78.0,0.8,0.2,0.3,179384.83333333334,14020748.04,2152618.0,322849.68,40.0,0.0,10.0,56.89851258901319,1,0,0
C0087,Gold,2020-02-17,58,Female,Hyderabad,Doctor,High,6,298695,49782.5,Apple,0.45,0.13,1.0,Medium,35,No,Needs Attention,Low,Audio,Apple,App,2,1,0.6500224187629642,28.8,0.7891263249502248,36,6,298695.0,298695.0,49782.5,1.0,36,2983.0,1357.0,45.49111617334523,66.66666666666666,0.3534774671698946,497.1666666666667,78.0,15.5,0.0,0.0,0.0,0.0,100.0,66.0,0.8333333333333334,0.16666666666666666,0.16666666666666666,49782.5,3845212.57,597390.0,89594.93,40.0,0.0,10.0,69.39822323466905,0,0,1
C0088,Gold,2022-12-01,48,Female,Hyderabad,Doctor,Medium,9,907007,100778.56,Google Nest,0.47,0.08,1.5,High,5,No,Needs Attention,Low,Security,Google Nest,Offline,4,3,0.8288713603670543,21.875,0.4984935742704662,6,9,907007.0,907007.0,100778.55555555556,1.5,6,9068.0,4230.0,46.6475517791712,33.33333333333333,0.4087351430971735,1007.5555555555555,78.0,10.444444444444445,0.0,0.0,0.0,0.0,100.0,78.0,0.5555555555555556,0.4444444444444444,0.4444444444444444,151167.83333333334,6620344.04,1814014.0,272059.8,40.0,0.0,10.0,73.22951035583424,1,0,1
C0089,Silver,2023-10-17,46,Male,Mumbai,Doctor,Medium,8,503668,62958.5,Sony,0.31,0.2,1.33,High,47,No,Critical,Low,Audio,Sony,Offline,5,3,0.9283832086629118,16.0,0.6271622344122457,48,8,503668.0,503668.0,62958.5,1.3333333333333333,48,5032.0,1538.0,30.564387856589054,100.0,0.26939919378280053,629.0,114.0,21.875,0.0,0.0,0.0,0.0,100.0,78.0,0.5,0.5,0.625,83944.66666666667,2793788.82,1007336.0,151085.02,10.0,0.0,10.0,62.51287757131781,0,0,0
C0090,Gold,2021-03-03,43,Male,Hyderabad,CA,Medium,4,319520,79880.0,Apple,0.38,0.05,0.67,Medium,39,No,Critical,Low,Watch,Apple,Offline,3,3,0.9463946276264684,31.333333333333332,0.7509495879094389,40,4,319520.0,319520.0,79880.0,0.6666666666666666,40,3193.0,1218.0,38.14594413358614,50.0,0.296206224960588,798.25,44.0,20.75,0.0,0.0,0.0,0.0,100.0,66.0,0.5,0.5,0.25,53253.333333333336,3448454.05,639040.0,95843.82,10.0,0.0,10.0,67.92918882671722,0,0,1
C0091,Platinum,2024-04-17,57,Female,Delhi,Business,High,10,927441,92744.1,Bose,0.47,0.07,1.67,High,16,No,Needs Attention,Low,Audio,Bose,Offline,3,2,0.8173454194157925,14.0,0.29729699122249836,17,10,927441.0,927441.0,92744.1,1.6666666666666667,17,9271.0,4365.0,47.08229959326686,20.0,0.40582000706041277,927.1,109.0,18.2,0.0,0.0,0.0,0.0,100.0,78.0,0.6,0.4,0.2,154573.5,4215063.82,1854882.0,278188.65,40.0,0.0,10.0,80.81645991865338,1,0,1
